store_id,category,adm_nm,date,time_slot,sales_hall,sales_delivery,orders,ingredient_cost,is_rain,is_heat,is_cold,holiday,fest_mult,n_comp_90d,qty_계란,qty_깐마늘,qty_닭,qty_대파,qty_무,qty_배추,qty_삼겹살,qty_양파
S1,치킨,"달서구 두류1,2동",2023-01-01,점심,30500,31700,3,19960,False,False,False,신정,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-02,점심,23200,32500,3,19960,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-03,점심,27700,38000,3,19960,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-04,점심,28200,32900,3,19960,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-05,점심,19000,30200,2,13300,False,False,True,,1.0,0,0.0,0.0,2.0,0.04,0.4,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-06,점심,27000,35800,3,20740,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-07,점심,31200,36100,3,20740,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-08,점심,24900,30600,3,20740,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-09,점심,25600,30200,3,20740,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-10,점심,23600,34400,3,20690,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-11,점심,28000,26400,2,13790,False,False,False,,1.0,0,0.0,0.0,2.0,0.04,0.4,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-12,점심,27700,34200,3,20680,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-13,점심,24800,47100,3,20660,True,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-14,점심,34500,39100,3,20660,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-15,점심,26900,28000,2,13770,False,False,False,,1.0,0,0.0,0.0,2.0,0.04,0.4,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-16,점심,23500,35800,3,20620,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-17,점심,26600,35500,3,20620,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-18,점심,23300,34500,3,20670,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-19,점심,25200,26900,2,13780,False,False,True,,1.0,0,0.0,0.0,2.0,0.04,0.4,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-20,점심,30600,40900,3,21010,False,False,False,,1.0,0,0.0,0.0,3.0,0.06,0.6,0.0,0.0,0.0
S1,치킨,"달서구 두류1,2동",2023-01-21,점심,15600,22500,2,14010,False,False,True,설날,1.0,0,0.0,0.0,2.0,0.04,0.4,0.0,0.0,0.0
